Student_ID,First_Name,Last_Name,Gender,Attendance (%),Internal_marks,Final_Score,Assignments_Avg,Quizzes_score,Previous_gpa,Semester
S1710,Omar,Smith,Female,95.97,67.31,56.89,60.26,74.67,3.52,II/II
S1711,Sara,Williams,Female,67.68,86.49,45.77,96.56,90.62,3.19,IV/II
S1712,Ali,Williams,Female,85.98,66.6,68.02,82.73,56.92,2.94,III/I
S1713,Maria,Brown,Male,72.11,41.63,75.41,55.66,82.68,2.82,II/II
S1714,Liam,Williams,Male,82.76,82.61,42.81,79.1,73.8,2.7,III/II
S1715,Liam,Davis,Male,67.02,93.09,64.13,65.93,87.17,3.86,I/I
S1716,John,Johnson,Female,66.13,70.83,55.46,69.16,51.51,3.66,III/I
S1717,Maria,Smith,Male,71.22,74.87,41.84,72.01,79.64,3.93,III/II
S1718,Liam,Davis,Female,57.28,49.78,47.54,71.14,77.84,2.25,II/II
S1719,Maria,Johnson,Female,91.56,53.24,48.34,83.21,92.04,3.46,II/II
S1720,Sara,Jones,Male,67.43,54.11,50.97,88.42,83.84,3.88,IV/II
S1721,John,Brown,Female,70.01,65.84,88.2,66.46,94.01,2.36,III/I
S1722,Maria,Williams,Male,94.7,95.69,66.37,96.22,94.36,2.13,I/I
S1723,Ali,Jones,Female,74.83,71.31,48.83,96.92,70.41,3.48,II/II
S1724,Ali,Williams,Female,77.21,51.53,46.02,52.03,56.87,3.15,II/I
S1725,Ahmed,Davis,Male,97.82,55.97,57.88,50.75,81.51,3.68,IV/II
S1726,John,Smith,Female,94.34,63.04,87.88,71.25,93.69,2.28,III/II
S1727,John,Smith,Female,58.47,77.4,61.87,79.53,53.75,3.59,III/I
S1728,Ahmed,Smith,Female,73.66,66.4,49.59,63.9,77.9,2.4,I/II
S1729,Maria,Williams,Female,98.56,63.55,64.25,62.97,55.75,2.33,I/II
S1730,John,Jones,Female,68.62,73.88,73.32,83.92,51.35,2.33,I/I
S1731,Ali,Smith,Female,68.58,54.51,41.78,80.09,83.98,3.63,II/I
S1732,Ali,Jones,Female,59.75,44.73,77.66,58.36,84.09,3.33,II/II
S1733,Liam,Williams,Female,55.72,41.46,63.71,94.23,80.03,3.05,I/II
S1734,Sara,Davis,Male,87.02,55.08,40.58,84.0,92.96,2.72,I/I
S1735,John,Jones,Male,88.5,45.5,80.43,68.13,54.04,3.75,III/II
S1736,Maria,Davis,Female,98.45,60.18,82.74,84.18,55.26,2.78,IV/II
S1737,Ahmed,Williams,Female,88.67,86.38,77.73,55.63,93.23,3.63,II/I
S1738,Ahmed,Williams,Male,62.17,82.98,60.52,73.41,75.16,2.88,II/I
S1739,Maria,Brown,Female,52.01,76.66,71.78,58.45,63.65,2.75,IV/I
S1740,Omar,Williams,Male,99.27,91.15,63.23,52.07,86.91,2.93,I/I
S1741,Emma,Williams,Male,67.02,56.92,82.04,66.92,94.72,2.6,I/I
S1742,Sara,Johnson,Male,65.6,93.1,75.01,57.54,84.48,3.5,IV/I
S1743,Ahmed,Smith,Female,95.3,63.95,44.91,81.68,89.6,3.01,IV/II
S1744,John,Brown,Female,79.25,64.05,78.59,83.7,64.12,2.46,II/II
S1745,Sara,Brown,Female,60.74,64.32,81.23,57.43,64.44,3.8,I/I
S1746,John,Brown,Male,94.45,45.89,62.24,51.23,93.21,2.77,IV/I
S1747,Omar,Johnson,Male,99.67,98.53,92.55,89.64,80.74,3.09,II/II
S1748,Ali,Davis,Male,54.33,48.31,90.58,50.1,61.71,3.81,IV/II
S1749,Sara,Williams,Female,93.11,60.45,50.51,67.2,76.21,3.25,II/II
S1750,Liam,Smith,Male,69.53,59.16,94.26,74.73,84.29,2.23,III/I
S1751,Ahmed,Jones,Male,76.2,44.48,66.45,90.93,60.93,3.88,II/I
S1752,Sara,Davis,Female,95.74,49.14,83.42,91.93,82.75,3.26,III/II
S1753,Sara,Williams,Male,98.67,42.69,88.85,86.25,52.11,2.67,II/I
S1754,Sara,Johnson,Male,63.11,57.54,70.31,62.36,65.18,2.28,II/I
S1755,Emma,Williams,Female,60.64,92.0,63.95,86.01,83.7,3.59,III/I
S1756,Sara,Williams,Female,54.03,60.37,94.93,62.33,57.47,3.24,II/II
S1757,John,Johnson,Male,78.09,47.42,53.85,60.73,61.11,3.07,II/II
S1758,Ali,Brown,Female,50.68,78.74,55.42,77.36,93.95,3.79,I/I
S1759,Omar,Brown,Male,70.59,99.8,61.7,83.94,83.72,3.58,III/I
S1760,Maria,Smith,Female,53.67,53.94,91.57,52.65,74.95,2.3,I/I
S1761,Sara,Smith,Male,70.26,56.77,96.33,53.0,60.54,2.62,III/I
S1762,Ahmed,Brown,Female,52.0,98.31,53.2,89.21,67.07,2.5,I/I
S1763,Sara,Davis,Male,91.76,50.73,91.83,92.97,78.72,3.49,I/II
S1764,Ahmed,Jones,Female,60.49,70.67,55.49,80.22,57.77,2.07,IV/I
S1765,John,Williams,Female,66.42,54.38,98.24,71.44,74.09,3.14,II/I
S1766,Ahmed,Jones,Female,93.5,95.94,75.84,92.27,70.45,3.52,II/I
S1767,Liam,Williams,Female,87.31,98.89,40.43,86.44,73.83,3.75,IV/II
S1768,Maria,Brown,Female,60.95,88.88,42.05,78.98,55.28,2.68,III/II
S1769,Ali,Smith,Female,53.59,58.89,48.85,65.99,55.32,3.64,IV/I
S1770,Ahmed,Davis,Female,85.78,64.21,51.25,59.9,98.21,2.22,II/II
S1771,Ahmed,Smith,Male,69.54,54.54,86.06,70.93,98.97,3.69,III/II
S1772,Ali,Jones,Male,88.3,93.45,53.37,64.34,71.31,2.25,I/II
S1773,Maria,Smith,Female,72.26,94.87,98.15,66.96,89.45,2.79,IV/II
S1774,Sara,Brown,Female,67.3,65.13,78.17,75.78,82.79,3.59,III/II
S1775,Ahmed,Davis,Male,72.56,79.39,81.55,58.45,55.85,2.3,IV/II
S1776,Ali,Jones,Male,87.43,49.93,53.07,90.31,64.83,2.46,II/I
S1777,Liam,Davis,Female,95.11,66.1,93.56,57.28,65.68,3.44,II/II
S1778,Liam,Williams,Male,52.49,77.89,80.07,74.05,79.79,3.44,I/II
S1779,John,Smith,Male,76.21,63.12,91.86,87.3,79.0,3.28,II/I
S1780,Ali,Davis,Female,51.64,61.46,97.39,74.25,96.18,3.39,IV/I
S1781,John,Johnson,Female,73.42,40.06,47.54,68.05,89.5,3.09,I/I
S1782,Liam,Smith,Female,94.26,88.26,45.8,73.74,92.84,2.5,III/I
S1783,Maria,Williams,Male,68.08,93.36,88.2,92.43,94.56,2.69,I/II
S1784,Sara,Davis,Female,96.62,98.17,91.97,99.52,90.06,2.36,II/II
S1785,Ali,Jones,Female,81.53,83.16,75.03,81.56,66.64,3.82,IV/II
S1786,Omar,Williams,Male,96.71,72.93,61.96,89.67,60.75,3.17,III/II
S1787,Liam,Johnson,Female,87.86,56.16,79.16,50.72,78.59,2.8,IV/I
S1788,Liam,Davis,Male,55.17,99.96,58.34,94.02,84.48,2.92,III/II
S1789,Omar,Brown,Male,61.56,75.39,54.3,97.7,69.33,3.89,I/II
S1790,Emma,Smith,Male,69.71,80.87,69.29,78.76,92.42,2.31,IV/I
S1791,Liam,Jones,Male,58.51,80.94,52.97,87.69,98.03,3.17,II/II
S1792,Ahmed,Brown,Male,74.75,90.72,69.02,75.64,78.47,3.01,I/II
S1793,Maria,Davis,Male,73.57,40.58,97.4,64.31,72.83,3.22,II/II
S1794,Ali,Davis,Female,97.81,53.21,90.39,92.61,92.14,2.04,III/II
S1795,Omar,Williams,Female,71.69,79.93,96.5,79.84,51.21,3.74,II/I
S1796,Ahmed,Davis,Female,89.28,93.71,88.38,78.97,56.45,3.86,IV/I
S1797,Omar,Jones,Male,97.1,81.12,61.29,82.96,92.28,3.13,I/I
S1798,Ali,Brown,Female,93.85,64.81,88.72,92.8,86.6,3.39,II/I
S1799,John,Jones,Male,60.43,61.69,95.37,86.6,70.81,3.84,I/I
S1800,Ali,Johnson,Female,74.8,84.28,96.82,60.56,94.44,3.41,III/II
S1801,Emma,Johnson,Male,67.39,84.47,80.99,73.34,67.57,2.31,IV/II
S1802,Ali,Smith,Female,69.99,76.42,52.68,99.01,81.69,3.15,IV/I
S1803,Ali,Smith,Male,68.04,57.49,42.38,77.73,81.72,3.21,II/I
S1804,Emma,Johnson,Female,91.32,95.51,48.83,96.91,59.22,2.85,II/I
S1805,Maria,Davis,Male,72.61,73.11,97.93,90.67,64.24,3.47,I/II
S1806,Liam,Jones,Female,76.18,87.43,67.73,83.3,95.8,3.87,III/I
S1807,Ali,Johnson,Male,99.12,52.86,91.3,67.47,59.17,3.85,III/II
S1808,Emma,Smith,Female,53.0,60.64,67.9,65.22,58.68,2.9,II/II
S1809,Ahmed,Johnson,Female,74.4,92.47,79.65,82.17,73.98,2.23,III/II
S1810,John,Davis,Female,88.7,43.01,41.45,71.63,54.61,3.97,II/II
S1811,John,Johnson,Male,57.56,70.74,54.99,89.94,94.73,3.68,IV/I
S1812,Ali,Jones,Male,80.58,68.9,66.18,88.02,55.01,2.25,II/II
S1813,Maria,Brown,Male,61.97,85.07,77.84,65.61,80.83,3.84,IV/II
S1814,Maria,Davis,Male,93.37,56.91,50.29,85.14,66.99,3.74,I/I
S1815,Ahmed,Smith,Male,66.35,53.14,85.87,74.73,90.21,3.04,II/II
S1816,Ali,Jones,Female,66.45,95.57,61.86,66.16,79.49,3.18,II/II
S1817,John,Johnson,Male,79.91,74.3,89.05,70.65,69.42,2.8,I/II
S1818,Maria,Johnson,Female,59.18,46.28,45.88,94.77,99.19,2.11,II/I
S1819,Ali,Brown,Female,64.24,51.58,80.79,67.98,53.31,2.67,III/II
S1820,Omar,Smith,Male,70.83,99.93,57.6,64.37,78.89,3.61,III/II
S1821,Maria,Smith,Female,67.68,51.74,87.72,67.59,99.48,2.01,IV/I
S1822,Emma,Williams,Male,76.24,76.63,64.13,60.73,84.55,2.67,IV/I
S1823,Omar,Smith,Male,79.98,65.21,79.92,77.23,86.99,2.8,IV/II
S1824,Liam,Brown,Male,78.33,93.14,96.06,57.37,51.6,3.07,II/II
S1825,Maria,Williams,Female,82.71,85.31,41.24,90.87,51.07,3.84,III/I
S1826,John,Williams,Male,65.39,75.82,40.67,61.28,51.81,2.69,III/II
S1827,Sara,Johnson,Male,56.32,40.64,86.22,79.9,99.59,2.69,IV/I
S1828,Omar,Johnson,Male,88.04,92.79,78.78,56.25,98.98,3.48,II/II
S1829,Liam,Smith,Female,92.54,66.68,57.58,98.92,66.73,2.9,IV/I
S1830,Ahmed,Williams,Male,62.85,95.89,69.66,72.73,64.55,2.45,IV/II
S1831,Ahmed,Johnson,Female,70.35,69.73,42.52,91.11,57.3,2.9,I/I
S1832,John,Brown,Female,74.93,81.65,51.55,88.43,66.46,2.28,I/I
S1833,Maria,Johnson,Male,76.67,44.16,65.47,85.68,68.51,2.35,IV/I
S1834,Ali,Davis,Female,82.97,84.71,90.04,91.37,87.41,3.0,I/I
S1835,Maria,Davis,Female,52.08,60.28,68.78,55.02,93.31,2.84,IV/I
S1836,John,Johnson,Male,86.07,61.08,75.18,83.92,87.34,3.83,II/II
S1837,Ahmed,Williams,Male,53.1,47.12,92.43,63.29,82.32,2.72,I/II
S1838,Maria,Williams,Male,73.41,48.81,58.53,89.29,88.3,3.16,III/I
S1839,Ahmed,Jones,Female,91.38,51.15,82.04,97.84,86.92,3.26,II/II
S1840,Omar,Davis,Male,72.56,59.69,91.7,95.07,73.79,2.03,I/II
S1841,Liam,Brown,Female,57.45,93.52,52.16,55.75,66.79,3.33,I/II
S1842,Ali,Williams,Female,99.25,62.1,61.39,68.48,64.14,2.36,III/II
S1843,Omar,Smith,Female,94.46,83.46,98.79,68.22,83.97,3.92,II/II
S1844,Ahmed,Davis,Female,88.57,44.96,98.99,56.11,97.97,2.3,II/II
S1845,Ahmed,Brown,Female,70.58,75.47,53.39,54.91,79.05,2.83,IV/I
S1846,Sara,Brown,Male,59.19,68.91,43.99,69.24,95.63,2.17,I/II
S1847,Sara,Williams,Male,97.07,98.68,56.26,99.6,50.71,3.99,I/II
S1848,Omar,Brown,Female,76.62,90.77,63.86,78.45,89.72,3.0,I/II
S1849,Emma,Williams,Female,92.62,67.29,66.46,81.09,92.68,3.19,IV/I
S1850,Omar,Johnson,Male,67.1,86.51,77.13,73.55,81.55,2.13,III/II
S1851,Sara,Davis,Male,66.76,51.58,93.97,83.12,96.7,3.5,II/II
S1852,Ahmed,Jones,Female,99.28,73.74,59.82,97.83,79.5,2.42,I/II
S1853,John,Johnson,Female,76.09,44.48,91.0,79.43,62.03,3.8,I/I
S1854,Omar,Davis,Male,57.03,60.89,45.61,53.25,60.79,2.41,II/II
S1855,Ahmed,Williams,Male,60.98,53.55,42.51,74.64,77.79,2.38,IV/I
S1856,John,Davis,Female,74.1,83.13,70.24,99.64,95.32,2.07,III/II
S1857,John,Williams,Male,52.12,69.41,43.58,69.37,53.62,2.94,I/I
S1858,Sara,Johnson,Male,73.13,85.06,63.55,79.69,80.22,3.13,IV/I
S1859,Omar,Smith,Female,70.95,70.92,93.81,55.33,88.49,2.13,II/I
S1860,Maria,Smith,Female,88.97,45.19,54.49,57.06,55.77,3.55,II/II
S1861,Ali,Davis,Female,67.75,84.12,82.36,93.73,55.84,2.91,II/I
S1862,Sara,Smith,Male,99.13,89.99,58.14,65.02,68.31,3.05,IV/I
S1863,Sara,Williams,Female,59.04,94.21,42.7,65.27,63.69,2.88,IV/I
S1864,Maria,Brown,Male,79.55,74.32,73.4,69.36,59.92,2.8,IV/I
S1865,Ali,Williams,Female,54.48,85.22,90.09,98.32,59.93,3.12,I/II
S1866,Ahmed,Brown,Female,86.69,85.12,64.57,54.22,56.53,2.31,III/II
S1867,Emma,Johnson,Male,99.74,49.34,77.04,90.94,80.54,2.36,I/II
S1868,Omar,Jones,Male,90.96,49.85,94.0,67.08,84.41,3.72,III/II
S1869,Emma,Brown,Female,77.79,44.25,87.38,92.47,85.15,3.89,III/I
S1870,Ahmed,Smith,Female,74.24,59.19,51.63,99.59,76.62,2.75,I/II
S1871,Liam,Williams,Male,91.75,68.41,84.0,67.43,97.65,2.54,II/I
S1872,Sara,Johnson,Female,96.8,99.87,70.11,56.47,94.03,3.29,III/II
S1873,Ali,Smith,Male,99.46,65.86,84.76,57.22,97.88,2.82,I/II
S1874,Sara,Johnson,Male,69.83,83.57,69.67,87.94,69.44,2.05,II/II
S1875,John,Jones,Female,99.55,81.6,47.68,57.25,93.89,2.31,IV/I
S1876,Sara,Williams,Male,57.8,52.27,74.19,63.02,88.14,3.43,III/II
S1877,Sara,Davis,Male,62.68,43.51,69.53,60.22,67.0,3.32,III/II
S1878,Ahmed,Williams,Male,54.45,72.76,71.08,67.78,55.33,2.05,I/II
S1879,Ahmed,Jones,Female,63.59,82.02,92.73,53.72,84.13,2.44,III/I
S1880,Ahmed,Williams,Male,88.4,99.9,93.69,92.84,56.82,2.46,I/II
S1881,Emma,Davis,Female,92.65,61.52,67.21,93.01,64.69,3.34,IV/II
S1882,John,Brown,Female,88.94,93.78,67.34,70.65,75.02,2.04,II/I
S1883,Liam,Johnson,Female,81.55,62.92,70.91,80.6,83.99,2.21,II/I
S1884,Liam,Davis,Male,75.7,81.36,71.18,82.1,96.31,3.6,III/II
S1885,Ahmed,Smith,Male,85.44,75.9,97.02,87.46,79.66,2.36,III/II
S1886,Ali,Jones,Female,69.54,43.18,78.96,76.03,83.57,3.31,I/II
S1887,Emma,Brown,Female,92.07,44.7,56.65,75.52,65.5,2.48,II/I
S1888,Maria,Smith,Male,83.86,41.25,71.89,81.57,84.36,2.2,II/I
S1889,Ali,Smith,Female,84.89,62.25,77.63,85.15,71.89,2.49,III/I
S1890,Omar,Jones,Female,76.8,84.75,78.39,67.33,92.85,3.44,II/II
S1891,Omar,Brown,Male,94.26,50.37,75.12,66.52,69.62,3.71,III/I
S1892,Ali,Smith,Female,62.6,76.35,50.66,63.49,73.41,3.66,IV/II
S1893,Ahmed,Smith,Male,69.06,57.33,42.02,77.44,71.63,2.79,I/I
S1894,Maria,Brown,Male,88.88,87.82,60.27,68.01,90.56,3.34,IV/I
S1895,Maria,Williams,Female,74.64,87.9,65.65,77.02,97.68,2.41,III/I
S1896,Emma,Smith,Male,94.46,86.52,43.71,70.3,66.36,2.59,IV/II
S1897,Maria,Johnson,Male,67.32,71.49,88.9,91.84,73.75,3.79,I/II
S1898,Omar,Brown,Male,68.47,57.07,60.64,53.66,85.3,2.03,II/II
S1899,John,Smith,Female,94.44,88.57,94.82,78.61,94.77,2.17,I/II
S1900,Ahmed,Jones,Female,73.22,51.17,49.26,78.78,74.69,2.42,IV/I
S1901,Maria,Davis,Female,75.81,57.39,43.42,69.19,55.44,2.05,IV/II
S1902,Emma,Johnson,Male,66.64,51.04,68.94,71.05,68.43,2.36,I/I
S1903,Omar,Davis,Male,63.83,80.45,51.35,90.01,77.52,3.17,II/II
S1904,John,Davis,Female,82.8,81.17,96.24,64.03,70.88,2.84,III/II
S1905,Sara,Smith,Female,55.99,79.15,40.62,93.57,59.33,3.79,II/I
S1906,Sara,Johnson,Male,93.96,64.94,64.76,94.82,51.85,3.63,III/I
S1907,John,Johnson,Female,88.96,46.01,95.6,82.53,84.37,2.68,IV/II
S1908,Omar,Williams,Female,59.54,94.67,63.07,88.64,99.64,2.52,I/II
S1909,Emma,Davis,Female,84.7,70.46,45.59,80.65,95.96,2.76,I/I
S1910,John,Johnson,Female,80.13,64.42,58.17,76.26,84.16,3.18,II/I
S1911,Ahmed,Williams,Female,59.23,75.33,69.88,98.33,92.08,2.54,III/I
S1912,Ahmed,Brown,Male,63.66,51.57,51.11,64.13,62.79,3.25,II/I
S1913,Sara,Williams,Female,70.45,47.95,67.99,57.71,81.12,2.82,III/I
S1914,Maria,Jones,Female,84.96,64.33,90.18,64.37,53.03,3.1,IV/II
S1915,Emma,Smith,Male,81.94,53.63,92.36,80.73,85.36,2.87,III/II
S1916,Sara,Brown,Male,76.61,54.66,42.96,59.26,98.49,2.59,II/II
S1917,Maria,Brown,Male,88.42,93.55,49.65,95.44,93.04,3.9,IV/II
S1918,Maria,Jones,Male,87.9,71.85,56.52,70.55,76.72,3.53,II/I
S1919,Liam,Williams,Female,80.89,69.01,75.69,92.5,89.44,2.28,II/I
S1920,Ahmed,Smith,Female,89.35,81.37,61.66,62.46,97.19,3.74,II/I
S1921,Omar,Williams,Female,66.71,97.09,90.64,65.66,60.8,2.97,II/II
S1922,Ali,Johnson,Female,94.06,46.73,83.0,52.96,89.66,3.79,I/I
S1923,Omar,Williams,Male,80.75,90.01,46.03,62.89,63.49,3.6,III/I
S1924,Ali,Brown,Male,91.12,75.04,77.47,74.52,93.85,2.85,IV/II
S1925,John,Smith,Female,77.31,48.77,46.78,97.31,54.92,2.04,IV/II
S1926,Ahmed,Williams,Female,60.92,57.83,55.3,69.45,58.91,2.54,III/II
S1927,Maria,Smith,Female,77.12,68.94,50.67,81.99,86.03,3.08,II/I
S1928,Emma,Smith,Female,68.56,81.47,50.38,71.39,58.74,3.27,IV/I
S1929,Ali,Johnson,Male,84.87,54.56,76.98,52.34,57.9,2.52,IV/II
S1930,Omar,Johnson,Female,73.79,72.09,73.82,75.18,77.77,2.28,II/II
S1931,Maria,Brown,Male,91.81,81.08,50.56,53.3,91.75,3.67,I/I
S1932,Ali,Jones,Male,83.9,66.92,99.41,94.18,63.42,3.97,IV/II
S1933,Ali,Smith,Male,84.23,91.78,65.31,87.65,92.06,3.05,III/I
S1934,Liam,Jones,Male,60.86,92.17,45.82,68.93,90.4,2.34,II/II
S1935,Ali,Brown,Female,99.21,68.24,47.23,82.01,78.96,2.54,III/II
S1936,Emma,Smith,Female,92.08,98.38,75.03,55.6,82.33,2.04,III/II
S1937,Ahmed,Smith,Female,89.45,44.54,98.74,85.13,52.02,3.83,III/I
S1938,Emma,Davis,Female,66.51,40.2,74.32,91.14,68.36,2.24,II/I
S1939,Sara,Jones,Male,76.78,62.84,96.94,91.09,63.17,3.15,III/II
S1940,Maria,Williams,Male,56.86,76.07,66.65,64.21,57.5,2.55,I/I
S1941,Ahmed,Johnson,Male,76.92,77.75,66.15,63.19,69.48,3.11,II/II
S1942,Liam,Williams,Female,57.29,68.59,70.0,76.07,67.75,3.3,IV/II
S1943,Ahmed,Jones,Male,77.65,47.49,81.85,98.39,86.44,3.66,I/I
S1944,Ahmed,Johnson,Male,82.44,50.23,62.06,96.03,79.9,2.41,II/I
S1945,Omar,Williams,Male,69.51,91.13,91.83,67.98,95.66,2.02,I/I
S1946,Ahmed,Davis,Male,74.93,92.07,41.76,88.99,57.27,2.27,I/I
S1947,Liam,Johnson,Female,93.78,80.43,66.39,96.07,52.99,3.8,I/II
S1948,Emma,Smith,Male,55.43,79.85,70.66,63.05,76.73,3.75,I/I
S1949,Ahmed,Williams,Male,89.59,75.86,76.42,91.51,50.05,3.19,III/I
S1950,John,Johnson,Female,58.54,52.18,56.56,63.39,89.39,3.2,II/II
S1951,Maria,Davis,Female,51.84,65.7,65.65,67.16,75.3,3.33,I/II
S1952,Ahmed,Johnson,Female,59.28,81.75,69.07,59.94,74.4,2.35,II/II
S1953,Maria,Johnson,Male,88.25,72.24,81.21,75.35,68.12,3.83,II/II
S1954,John,Davis,Male,70.26,41.11,86.41,92.17,68.75,2.84,II/I
S1955,John,Williams,Male,93.63,97.21,84.27,76.4,71.56,2.77,II/I
S1956,Maria,Brown,Male,76.24,90.69,60.49,56.17,50.8,3.04,I/II
S1957,Ali,Williams,Female,51.11,55.63,99.97,62.59,54.18,2.09,III/II
S1958,Sara,Jones,Male,85.84,76.99,90.92,78.14,75.25,2.33,IV/I
S1959,Omar,Davis,Male,55.51,95.39,55.6,79.16,57.51,3.48,II/I
S1960,Ali,Williams,Female,89.47,45.76,51.71,78.85,88.94,2.17,IV/I
S1961,Ali,Johnson,Female,58.41,70.18,58.84,53.85,63.72,3.21,II/I
S1962,Emma,Davis,Female,67.27,67.37,67.14,87.68,54.89,2.49,II/I
S1963,Omar,Smith,Male,88.06,64.61,91.05,95.47,61.76,2.78,II/II
S1964,Omar,Williams,Male,97.71,90.14,86.7,75.53,67.85,2.58,I/II
S1965,Ali,Davis,Male,68.57,62.84,91.07,85.94,51.77,2.71,II/II
S1966,Ahmed,Williams,Male,91.47,43.82,56.32,95.7,57.08,3.44,IV/II
S1967,Emma,Davis,Male,59.54,43.95,75.61,82.13,66.19,2.59,III/I
S1968,Emma,Johnson,Female,90.36,42.56,56.99,83.72,65.52,3.13,II/II
S1969,John,Smith,Female,82.87,64.55,46.54,86.07,90.02,2.95,IV/I
S1970,Liam,Smith,Male,59.64,83.1,81.05,63.03,92.16,3.33,IV/I
S1971,Omar,Jones,Male,65.13,52.22,48.58,79.13,59.67,3.87,III/I
S1972,Ali,Davis,Male,56.59,78.79,80.06,92.11,56.2,3.47,I/I
S1973,John,Williams,Male,69.15,81.23,78.88,64.81,81.71,2.43,I/I
S1974,Maria,Smith,Male,60.18,55.31,88.61,94.86,90.23,2.06,III/I
S1975,Sara,Smith,Female,82.2,76.03,48.37,81.02,98.19,2.52,III/I
S1976,Liam,Brown,Female,99.73,81.09,87.01,71.16,50.34,3.19,II/II
S1977,Liam,Brown,Female,50.6,68.0,99.96,81.16,70.68,2.1,III/I
S1978,Liam,Smith,Male,77.05,60.2,91.06,70.09,86.7,2.99,IV/II
S1979,Emma,Davis,Male,78.68,77.15,85.11,91.9,91.43,3.19,I/II
S1980,Maria,Jones,Female,95.71,98.67,79.73,74.12,53.11,2.67,I/I
S1981,Liam,Smith,Female,75.3,65.61,65.31,95.06,84.03,3.54,I/I
S1982,Maria,Johnson,Male,77.19,63.5,83.83,75.49,64.45,2.21,IV/II
S1983,Ahmed,Williams,Female,73.58,67.86,83.45,83.02,53.73,2.15,III/II
S1984,Liam,Jones,Female,63.45,44.57,77.89,99.89,74.46,3.46,IV/II
S1985,Sara,Johnson,Male,52.8,73.19,87.78,57.35,57.91,2.99,IV/II
S1986,Maria,Jones,Female,70.43,59.72,66.93,86.84,86.85,3.38,III/I
S1987,Maria,Johnson,Female,52.63,47.29,47.28,56.94,87.06,2.87,II/I
S1988,Sara,Williams,Female,77.52,67.98,73.54,91.94,92.1,2.49,II/I
S1989,Liam,Williams,Male,65.36,40.2,55.9,79.82,68.88,3.64,IV/II
S1990,Sara,Brown,Female,76.68,64.11,63.07,96.91,50.67,3.6,III/I
S1991,Maria,Davis,Female,56.71,46.34,41.04,93.3,62.99,3.39,I/II
S1992,Sara,Johnson,Female,96.63,41.46,62.97,53.74,73.39,2.54,II/I
S1993,Maria,Brown,Male,94.73,89.47,88.53,56.87,84.7,3.18,III/II
S1994,Maria,Johnson,Male,59.5,94.97,72.56,80.06,69.1,2.72,IV/I
S1995,Ahmed,Brown,Female,67.17,52.46,40.59,75.92,76.8,2.18,III/I
S1996,Ali,Williams,Male,80.67,72.36,68.19,58.43,76.21,3.83,IV/II
S1997,Maria,Jones,Female,54.78,56.68,57.49,56.47,58.25,2.27,I/II
S1998,Liam,Brown,Male,67.73,69.61,68.65,78.2,81.15,3.9,I/II
S1999,John,Johnson,Male,62.56,66.2,64.28,52.45,71.96,2.89,II/II
S2000,Emma,Johnson,Female,95.78,56.14,95.92,93.69,90.4,2.37,I/II
S2001,Omar,Davis,Female,92.63,82.02,42.47,90.35,84.53,3.08,II/I
S2002,Ali,Williams,Female,78.99,47.59,81.02,89.27,55.57,3.75,IV/II
S2003,Ali,Johnson,Male,76.02,43.18,91.06,50.8,74.44,3.46,IV/I
S2004,Ali,Smith,Female,96.54,86.06,97.55,52.38,85.12,3.61,II/I
S2005,Ahmed,Jones,Male,96.62,79.96,50.66,77.49,54.35,3.32,III/I
S2006,Maria,Brown,Male,98.47,69.91,71.88,99.72,89.62,3.38,IV/I
S2007,Ahmed,Davis,Female,56.27,68.07,42.62,67.12,61.1,3.7,III/I
S2008,Maria,Jones,Male,58.03,69.84,69.95,67.22,75.15,2.5,I/II
S2009,Liam,Williams,Female,83.84,66.22,47.53,56.71,97.03,2.98,III/II
S2010,Ahmed,Davis,Male,77.07,63.57,90.27,83.72,78.57,2.44,I/I
S2011,Ahmed,Brown,Female,50.92,69.98,46.83,82.33,71.2,3.98,IV/I
S2012,Emma,Brown,Male,53.1,71.71,70.8,55.07,50.34,3.89,IV/II
S2013,John,Smith,Male,94.4,81.51,71.27,73.37,56.67,2.08,II/II
S2014,Ahmed,Williams,Female,93.44,82.67,98.3,83.35,78.93,3.41,I/I
S2015,Emma,Davis,Male,67.86,62.66,79.3,74.68,74.69,3.85,I/II
S2016,Sara,Davis,Female,94.55,64.81,57.27,83.72,68.19,2.36,I/II
S2017,John,Johnson,Male,79.68,62.42,54.45,90.81,96.16,3.14,IV/II
S2018,Liam,Smith,Male,90.3,72.19,47.69,84.29,66.62,3.83,I/I
S2019,Ahmed,Smith,Male,71.37,67.2,85.39,80.81,76.86,2.07,II/II
S2020,Omar,Davis,Female,55.67,93.38,81.45,92.68,78.44,3.39,IV/I
S2021,Ali,Davis,Female,71.69,81.78,76.59,95.03,76.37,2.59,IV/I
S2022,Sara,Jones,Female,72.86,93.92,42.45,69.44,73.88,3.85,I/I
S2023,Sara,Jones,Female,77.55,82.55,85.77,58.66,66.85,3.94,III/I
S2024,Liam,Jones,Female,55.28,98.26,78.51,90.89,95.44,3.89,II/I
S2025,Emma,Smith,Male,99.57,78.14,97.83,60.69,72.54,2.95,III/II
S2026,Sara,Johnson,Male,62.21,97.81,75.23,96.45,76.42,3.72,III/I
S2027,John,Brown,Female,59.93,49.49,58.24,51.14,82.82,3.69,IV/I
S2028,Ahmed,Jones,Male,76.34,43.15,62.89,96.06,53.38,2.64,II/I
S2029,Ahmed,Johnson,Male,76.86,74.75,50.55,79.46,89.06,3.66,III/II
